"","Description","spID","MW","retinaKO","retinaWT","testisKO","testisWT"
"2021","Spectrin alpha chain, non-erythrocytic 1 OS=Mus musculus GN=Sptan1 PE=1 SV=4","P16546",285,45,63,0,3
"2022","Spectrin beta chain, non-erythrocytic 1 OS=Mus musculus GN=Sptbn1 PE=1 SV=2","Q62261",274,34,50,0,0
"2023","Sperm-associated antigen 1 OS=Mus musculus GN=Spag1 PE=1 SV=1","Q80ZX8",101,0,0,0,2
"2024","Sperm-associated antigen 16 protein OS=Mus musculus GN=Spag16 PE=1 SV=1","Q8K450",71,0,0,20,11
"2025","Sperm-associated antigen 4 protein OS=Mus musculus GN=Spag4 PE=1 SV=3","Q9JJF2",49,0,0,0,2
"2026","Spermatid perinuclear RNA-binding protein OS=Mus musculus GN=Strbp PE=1 SV=1","Q91WM1",74,45,43,0,6
"2027","Spermatid-specific linker histone H1-like protein OS=Mus musculus GN=Hils1 PE=1 SV=1","Q9QYL0",19,0,0,10,10
"2028","Spermatid-specific manchette-related protein 1 OS=Mus musculus GN=Smrp1 PE=1 SV=1","Q2MH31",30,0,0,2,2
"2029","Spermatogenesis-associated protein 20 OS=Mus musculus GN=Spata20 PE=1 SV=1","Q80YT5",88,0,0,85,91
"2030","Spermatogenesis-associated protein 21 OS=Mus musculus GN=Spata21 PE=2 SV=1","Q8BHW6",76,0,0,2,4
"2031","Spermatogenesis-associated protein 22 OS=Mus musculus GN=Spata22 PE=1 SV=1","Q5SV06",40,0,0,4,3
"2032","Spermatogenesis-associated protein 5 OS=Mus musculus GN=Spata5 PE=1 SV=2","Q3UMC0",97,0,0,16,17
"2033","Spermatogenesis-associated protein 6 OS=Mus musculus GN=Spata6 PE=1 SV=2","Q3U6K5",56,0,0,13,18
"2034","Spermatogenesis-associated serine-rich protein 2 OS=Mus musculus GN=Spats2 PE=1 SV=1","Q8K1N4",59,0,0,2,3
"2035","Spermatogenesis-defective protein 39 homolog OS=Mus musculus GN=Vipas39 PE=1 SV=1","Q8BGQ1",57,2,0,6,5
"2036","Spermidine/spermine N(1)-acetyltransferase-like protein 1 OS=Mus musculus GN=Satl1 PE=2 SV=2","Q9D5N8",83,0,0,5,0
"2037","Sphingomyelin phosphodiesterase 4 OS=Mus musculus GN=Smpd4 PE=1 SV=2","Q6ZPR5",93,0,0,5,0
"2038","Sphingosine kinase 2 OS=Mus musculus GN=Sphk2 PE=1 SV=2","Q9JIA7",66,0,0,0,2
"2039","Sphingosine-1-phosphate lyase 1 OS=Mus musculus GN=Sgpl1 PE=1 SV=1","Q8R0X7",64,0,0,3,3
"2040","Spliceosome RNA helicase Ddx39b OS=Mus musculus GN=Ddx39b PE=1 SV=1","Q9Z1N5",49,19,16,0,18
"2041","Splicing factor 1 OS=Mus musculus GN=Sf1 PE=1 SV=6","Q64213",70,33,35,31,31
"2042","Splicing factor 3A subunit 1 OS=Mus musculus GN=Sf3a1 PE=1 SV=1","Q8K4Z5",89,0,3,18,15
"2043","Splicing factor 3A subunit 2 OS=Mus musculus GN=Sf3a2 PE=1 SV=2","Q62203",50,0,0,7,2
"2044","Splicing factor 3A subunit 3 OS=Mus musculus GN=Sf3a3 PE=1 SV=2","Q9D554",59,0,0,24,15
"2045","Splicing factor 3B subunit 1 OS=Mus musculus GN=Sf3b1 PE=1 SV=1","Q99NB9",146,41,56,62,59
"2046","Splicing factor 3B subunit 3 OS=Mus musculus GN=Sf3b3 PE=1 SV=1","Q921M3",136,21,29,60,55
"2047","Splicing factor 3B subunit 4 OS=Mus musculus GN=Sf3b4 PE=1 SV=1","Q8QZY9",44,4,5,8,7
"2048","Splicing factor 3B subunit 5 OS=Mus musculus GN=Sf3b5 PE=1 SV=1","Q923D4",10,0,0,0,4
"2049","Splicing factor 3B subunit 6 OS=Mus musculus GN=Sf3b6 PE=1 SV=1","P59708",15,7,7,6,6
"2050","Splicing factor 45 OS=Mus musculus GN=Rbm17 PE=1 SV=1","Q8JZX4",45,3,0,24,18
"2051","Splicing factor U2AF 35 kDa subunit OS=Mus musculus GN=U2af1 PE=1 SV=4","Q9D883",28,9,10,14,14
"2052","Splicing factor U2AF 65 kDa subunit OS=Mus musculus GN=U2af2 PE=1 SV=3","P26369",54,13,15,37,26
"2053","Splicing factor, proline- and glutamine-rich OS=Mus musculus GN=Sfpq PE=1 SV=1","Q8VIJ6",75,161,158,131,144
"2054","Splicing regulator RBM11 OS=Mus musculus GN=Rbm11 PE=1 SV=1","Q80YT9",27,0,0,2,0
"2055","SprT-like domain-containing protein Spartan OS=Mus musculus GN=Sprtn PE=2 SV=1","G3X912",55,0,0,7,6
"2056","SRC kinase signaling inhibitor 1 OS=Mus musculus GN=Srcin1 PE=1 SV=2","Q9QWI6",135,14,22,0,0
"2057","Src substrate cortactin OS=Mus musculus GN=Cttn PE=1 SV=2","Q60598",61,7,13,16,10
"2058","SRSF protein kinase 1 OS=Mus musculus GN=Srpk1 PE=1 SV=2","O70551",73,0,0,8,10
"2059","SRSF protein kinase 2 OS=Mus musculus GN=Srpk2 PE=1 SV=2","O54781",77,0,0,7,9
"2060","Staphylococcal nuclease domain-containing protein 1 OS=Mus musculus GN=Snd1 PE=1 SV=1","Q78PY7",102,5,8,0,0
"2061","STE20/SPS1-related proline-alanine-rich protein kinase OS=Mus musculus GN=Stk39 PE=1 SV=1","Q9Z1W9",60,0,0,19,16
"2062","Sterile alpha and TIR motif-containing protein 1 OS=Mus musculus GN=Sarm1 PE=1 SV=1","Q6PDS3",80,14,15,0,0
"2063","Sterile alpha motif domain-containing protein 7 OS=Mus musculus GN=Samd7 PE=2 SV=4","Q8C8Y5",49,7,8,0,0
"2064","Steroid 17-alpha-hydroxylase/17,20 lyase OS=Mus musculus GN=Cyp17a1 PE=1 SV=1","P27786",58,0,0,46,45
"2065","Steroid hormone receptor ERR2 OS=Mus musculus GN=Esrrb PE=1 SV=2","Q61539",48,5,6,0,0
"2066","Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Mus musculus GN=Nsdhl PE=1 SV=1","Q9R1J0",41,0,0,0,2
"2067","STIP1 homology and U box-containing protein 1 OS=Mus musculus GN=Stub1 PE=1 SV=1","Q9WUD1",35,0,0,4,0
"2068","Stress-70 protein, mitochondrial OS=Mus musculus GN=Hspa9 PE=1 SV=3","P38647",73,6,10,30,25
"2069","Stromal cell-derived factor 2 OS=Mus musculus GN=Sdf2 PE=1 SV=1","Q9DCT5",23,4,5,4,5
"2070","Stromal cell-derived factor 2-like protein 1 OS=Mus musculus GN=Sdf2l1 PE=1 SV=2","Q9ESP1",24,0,0,11,16
"2071","Stromal interaction molecule 1 OS=Mus musculus GN=Stim1 PE=1 SV=2","P70302",78,0,0,0,4
"2072","Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Mus musculus GN=Smchd1 PE=1 SV=2","Q6P5D8",226,27,48,5,11
"2073","Structural maintenance of chromosomes protein 1A OS=Mus musculus GN=Smc1a PE=1 SV=4","Q9CU62",143,27,40,0,0
"2074","Structural maintenance of chromosomes protein 1B OS=Mus musculus GN=Smc1b PE=1 SV=1","Q920F6",145,0,0,2,2
"2075","Structural maintenance of chromosomes protein 3 OS=Mus musculus GN=Smc3 PE=1 SV=2","Q9CW03",142,31,37,0,3
"2076","Structural maintenance of chromosomes protein 5 OS=Mus musculus GN=Smc5 PE=1 SV=1","Q8CG46",129,0,0,13,20
"2077","Structural maintenance of chromosomes protein 6 OS=Mus musculus GN=Smc6 PE=1 SV=1","Q924W5",127,0,0,11,9
"2078","Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Mus musculus GN=Sdha PE=1 SV=1","Q8K2B3",73,0,4,13,10
"2079","Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Mus musculus GN=Sdhb PE=1 SV=1","Q9CQA3",32,2,0,3,2
"2080","Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Mus musculus GN=Sucla2 PE=1 SV=2","Q9Z2I9",50,4,5,18,15
"2081","Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Mus musculus GN=Suclg1 PE=1 SV=4","Q9WUM5",36,0,0,12,11
"2082","Succinyl-CoA:3-ketoacid coenzyme A transferase 2B, mitochondrial OS=Mus musculus GN=Oxct2b PE=2 SV=1","Q9ESL0",57,0,0,9,3
"2083","Sulfide:quinone oxidoreductase, mitochondrial OS=Mus musculus GN=Sqor PE=1 SV=3","Q9R112",50,0,0,6,7
"2084","SUMO-activating enzyme subunit 1 OS=Mus musculus GN=Sae1 PE=1 SV=1","Q9R1T2",39,0,0,9,5
"2085","SUN domain-containing protein 1 OS=Mus musculus GN=Sun1 PE=1 SV=2","Q9D666",102,0,4,0,0
"2086","Superkiller viralicidic activity 2-like 2 OS=Mus musculus GN=Skiv2l2 PE=1 SV=1","Q9CZU3",118,56,42,58,55
"2087","SURP and G-patch domain-containing protein 2 OS=Mus musculus GN=Sugp2 PE=1 SV=2","Q8CH09",118,58,56,2,8
"2088","Survival motor neuron protein OS=Mus musculus GN=Smn1 PE=1 SV=1","P97801",31,2,0,4,4
"2089","SWI/SNF complex subunit SMARCC1 OS=Mus musculus GN=Smarcc1 PE=1 SV=2","P97496",123,19,0,29,33
"2090","SWI/SNF complex subunit SMARCC2 OS=Mus musculus GN=Smarcc2 PE=1 SV=2","Q6PDG5",133,36,38,31,33
"2091","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Mus musculus GN=Smarca5 PE=1 SV=1","Q91ZW3",122,15,11,5,11
"2092","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 OS=Mus musculus GN=Smarcal1 PE=1 SV=1","Q8BJL0",101,8,10,2,3
"2093","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 OS=Mus musculus GN=Smarcb1 PE=1 SV=1","Q9Z0H3",44,16,15,23,21
"2094","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 OS=Mus musculus GN=Smarcd1 PE=1 SV=3","Q61466",58,13,10,15,17
"2095","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 OS=Mus musculus GN=Smarcd2 PE=1 SV=2","Q99JR8",59,3,0,22,20
"2096","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 OS=Mus musculus GN=Smarce1 PE=1 SV=1","O54941",47,4,3,12,9
"2097","Synapsin-1 OS=Mus musculus GN=Syn1 PE=1 SV=2","O88935",74,25,41,0,0
"2098","Synapsin-3 OS=Mus musculus GN=Syn3 PE=1 SV=2","Q8JZP2",63,3,4,0,0
"2099","Synaptic functional regulator FMR1 OS=Mus musculus GN=Fmr1 PE=1 SV=1","P35922",69,25,24,5,0
"2100","Synaptic vesicle glycoprotein 2A OS=Mus musculus GN=Sv2a PE=1 SV=1","Q9JIS5",83,3,7,0,0
"2101","Synaptogyrin-3 OS=Mus musculus GN=Syngr3 PE=1 SV=1","Q8R191",25,2,2,0,0
"2102","Synaptojanin-1 OS=Mus musculus GN=Synj1 PE=1 SV=3","Q8CHC4",173,4,9,0,0
"2103","Synaptophysin OS=Mus musculus GN=Syp PE=1 SV=2","Q62277",34,3,6,0,0
"2104","Synaptotagmin-1 OS=Mus musculus GN=Syt1 PE=1 SV=1","P46096",47,0,4,0,0
"2105","Synemin OS=Mus musculus GN=Synm PE=1 SV=2","Q70IV5",173,6,3,0,0
"2106","T-complex protein 1 subunit alpha OS=Mus musculus GN=Tcp1 PE=1 SV=3","P11983",60,14,15,75,76
"2107","T-complex protein 1 subunit beta OS=Mus musculus GN=Cct2 PE=1 SV=4","P80314",57,10,10,95,81
"2108","T-complex protein 1 subunit delta OS=Mus musculus GN=Cct4 PE=1 SV=3","P80315",58,3,5,59,52
"2109","T-complex protein 1 subunit epsilon OS=Mus musculus GN=Cct5 PE=1 SV=1","P80316",60,10,12,70,58
"2110","T-complex protein 1 subunit eta OS=Mus musculus GN=Cct7 PE=1 SV=1","P80313",60,5,9,67,59
"2111","T-complex protein 1 subunit gamma OS=Mus musculus GN=Cct3 PE=1 SV=1","P80318",61,11,17,70,71
"2112","T-complex protein 1 subunit theta OS=Mus musculus GN=Cct8 PE=1 SV=3","P42932",60,4,6,52,48
"2113","T-complex protein 1 subunit zeta OS=Mus musculus GN=Cct6a PE=1 SV=3","P80317",58,7,10,50,46
"2114","T-complex protein 1 subunit zeta-2 OS=Mus musculus GN=Cct6b PE=1 SV=4","Q61390",58,0,0,38,30
"2115","T-complex protein 11 OS=Mus musculus GN=Tcp11 PE=1 SV=1","Q01755",62,0,0,11,7
"2116","T-complex-associated testis-expressed protein 1 OS=Mus musculus GN=Tcte1 PE=1 SV=1","A6H639",56,0,0,0,2
"2117","TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L OS=Mus musculus GN=Taf6l PE=1 SV=1","Q8R2K4",67,0,0,0,2
"2118","Talin-1 OS=Mus musculus GN=Tln1 PE=1 SV=2","P26039",270,2,0,2,3
"2119","Talin-2 OS=Mus musculus GN=Tln2 PE=1 SV=3","Q71LX4",254,0,0,3,0
"2120","TAR DNA-binding protein 43 OS=Mus musculus GN=Tardbp PE=1 SV=1","Q921F2",45,29,43,51,49
"2121","Target of EGR1 protein 1 OS=Mus musculus GN=Toe1 PE=1 SV=1","Q9D2E2",57,0,0,6,2
"2122","Target of rapamycin complex 2 subunit MAPKAP1 OS=Mus musculus GN=Mapkap1 PE=1 SV=1","Q8BKH7",59,2,4,3,3
"2123","Tax1-binding protein 1 homolog OS=Mus musculus GN=Tax1bp1 PE=1 SV=2","Q3UKC1",94,0,2,6,8
"2124","TBC1 domain family member 1 OS=Mus musculus GN=Tbc1d1 PE=1 SV=3","Q60949",142,0,0,4,4
"2125","TBC1 domain family member 15 OS=Mus musculus GN=Tbc1d15 PE=1 SV=1","Q9CXF4",77,0,0,3,0
"2126","TBC1 domain family member 22A OS=Mus musculus GN=Tbc1d22a PE=1 SV=3","Q8R5A6",59,0,0,4,4
"2127","TBC1 domain family member 5 OS=Mus musculus GN=Tbc1d5 PE=1 SV=2","Q80XQ2",92,0,0,4,3
"2128","Tctex1 domain-containing protein 2 OS=Mus musculus GN=Tctex1d2 PE=1 SV=1","Q9CQ66",16,0,0,6,6
"2129","Tctex1 domain-containing protein 3 OS=Mus musculus GN=Tcte3 PE=1 SV=2","P11985",22,0,0,5,4
"2130","Tectonin beta-propeller repeat-containing protein 1 OS=Mus musculus GN=Tecpr1 PE=1 SV=1","Q80VP0",130,2,0,0,0
"2131","Tektin-3 OS=Mus musculus GN=Tekt3 PE=2 SV=1","Q6X6Z7",57,0,0,21,9
"2132","Tektin-4 OS=Mus musculus GN=Tekt4 PE=1 SV=1","Q149S1",52,0,0,27,19
"2133","Tektin-5 OS=Mus musculus GN=Tekt5 PE=1 SV=1","G5E8A8",63,0,0,29,18
"2134","Telomerase-binding protein EST1A OS=Mus musculus GN=Smg6 PE=1 SV=1","P61406",161,2,3,29,28
"2135","Tenascin OS=Mus musculus GN=Tnc PE=1 SV=1","Q80YX1",232,0,3,0,0
"2136","Tenascin-R OS=Mus musculus GN=Tnr PE=1 SV=2","Q8BYI9",150,12,17,0,0
"2137","Teneurin-2 OS=Mus musculus GN=Tenm2 PE=1 SV=1","Q9WTS5",306,4,5,0,0
"2138","Teneurin-3 OS=Mus musculus GN=Tenm3 PE=1 SV=1","Q9WTS6",303,5,7,0,0
"2139","Teneurin-4 OS=Mus musculus GN=Tenm4 PE=1 SV=2","Q3UHK6",308,8,16,0,0
"2140","Tensin-2 OS=Mus musculus GN=Tns2 PE=1 SV=1","Q8CGB6",152,0,2,0,3
"2141","Terminal uridylyltransferase 4 OS=Mus musculus GN=Zcchc11 PE=1 SV=2","B2RX14",185,2,3,12,11
"2142","Terminal uridylyltransferase 7 OS=Mus musculus GN=Zcchc6 PE=1 SV=3","Q5BLK4",169,2,2,0,0
"2143","Tesmin OS=Mus musculus GN=Tesmin PE=1 SV=2","Q9WTJ6",51,0,0,3,2
"2144","Testicular spindle-associated protein SHCBP1L OS=Mus musculus GN=Shcbp1l PE=1 SV=1","Q3TTP0",71,0,0,11,7
"2145","Testin OS=Mus musculus GN=Tes PE=1 SV=1","P47226",48,3,2,13,10
"2146","Testis-expressed protein 101 OS=Mus musculus GN=Tex101 PE=1 SV=1","Q9JMI7",27,0,0,2,2
"2147","Testis-expressed protein 30 OS=Mus musculus GN=Tex30 PE=1 SV=1","Q3TUU5",25,0,0,5,7
"2148","Testis-specific gene 10 protein OS=Mus musculus GN=Tsga10 PE=1 SV=1","Q6NY15",81,0,0,0,5
"2149","Testis-specific H1 histone OS=Mus musculus GN=H1fnt PE=2 SV=2","Q8CJI4",44,0,0,3,2
"2150","Testis-specific serine kinase substrate OS=Mus musculus GN=Tsks PE=1 SV=4","O54887",64,0,0,9,8
"2151","Testis-specific serine/threonine-protein kinase 1 OS=Mus musculus GN=Tssk1b PE=1 SV=2","Q61241",42,0,0,4,4
"2152","Testosterone 17-beta-dehydrogenase 3 OS=Mus musculus GN=Hsd17b3 PE=1 SV=2","P70385",34,0,0,9,16
"2153","Tether containing UBX domain for GLUT4 OS=Mus musculus GN=Aspscr1 PE=1 SV=1","Q8VBT9",60,0,0,23,20
"2154","Tetratricopeptide repeat protein 12 OS=Mus musculus GN=Ttc12 PE=1 SV=1","Q8BW49",79,0,0,0,2
"2155","Tetratricopeptide repeat protein 21A OS=Mus musculus GN=Ttc21a PE=1 SV=2","Q8C0S4",149,0,0,20,31
"2156","Tetratricopeptide repeat protein 21B OS=Mus musculus GN=Ttc21b PE=1 SV=1","Q0HA38",151,2,6,82,94
"2157","Tetratricopeptide repeat protein 28 OS=Mus musculus GN=Ttc28 PE=1 SV=3","Q80XJ3",267,0,3,0,0
"2158","Tetratricopeptide repeat protein 30A1 OS=Mus musculus GN=Ttc30a1 PE=1 SV=1","Q99J38",76,0,0,22,26
"2159","Tetratricopeptide repeat protein 30A2 OS=Mus musculus GN=Ttc30a2 PE=1 SV=1","A2AKQ8",76,0,0,24,32
"2160","Tetratricopeptide repeat protein 7A OS=Mus musculus GN=Ttc7a PE=1 SV=1","Q8BGB2",96,0,0,2,0
"2161","Tetratricopeptide repeat protein 7B OS=Mus musculus GN=Ttc7b PE=1 SV=1","E9Q6P5",94,0,3,0,0
"2162","Tetratricopeptide repeat protein 8 OS=Mus musculus GN=Ttc8 PE=1 SV=1","Q8VD72",58,4,7,7,6
"2163","TFIIH basal transcription factor complex helicase XPB subunit OS=Mus musculus GN=Ercc3 PE=2 SV=1","P49135",89,0,0,20,23
"2164","TFIIH basal transcription factor complex helicase XPD subunit OS=Mus musculus GN=Ercc2 PE=1 SV=2","O08811",87,0,0,12,10
"2165","TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 OS=Mus musculus GN=Tab1 PE=1 SV=2","Q8CF89",55,3,0,0,0
"2166","TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 OS=Mus musculus GN=Tab3 PE=1 SV=2","Q571K4",79,3,0,0,0
"2167","THAP domain-containing protein 11 OS=Mus musculus GN=Thap11 PE=1 SV=1","Q9JJD0",33,2,3,0,0
"2168","Thioredoxin reductase 3 OS=Mus musculus GN=Txnrd3 PE=1 SV=3","Q99MD6",71,0,0,30,24
"2169","Thioredoxin-dependent peroxide reductase, mitochondrial OS=Mus musculus GN=Prdx3 PE=1 SV=1","P20108",28,0,0,0,2
"2170","Thioredoxin-related transmembrane protein 1 OS=Mus musculus GN=Tmx1 PE=1 SV=1","Q8VBT0",31,0,0,0,2
"2171","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1","B1AZI6",183,3,2,0,0
"2172","THO complex subunit 4 OS=Mus musculus GN=Alyref PE=1 SV=3","O08583",27,8,8,4,0
"2173","Threonine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Tars PE=1 SV=2","Q9D0R2",83,5,6,0,0
"2174","Threonine--tRNA ligase, mitochondrial OS=Mus musculus GN=Tars2 PE=1 SV=1","Q3UQ84",82,0,0,4,3
"2175","THUMP domain-containing protein 3 OS=Mus musculus GN=Thumpd3 PE=1 SV=1","P97770",56,0,0,3,4
"2176","Thyroid hormone receptor-associated protein 3 OS=Mus musculus GN=Thrap3 PE=1 SV=1","Q569Z6",108,60,49,0,0
"2177","Thyroid receptor-interacting protein 6 OS=Mus musculus GN=Trip6 PE=1 SV=1","Q9Z1Y4",51,4,3,0,0
"2178","Tight junction protein ZO-1 OS=Mus musculus GN=Tjp1 PE=1 SV=2","P39447",195,67,77,52,57
"2179","Tight junction protein ZO-2 OS=Mus musculus GN=Tjp2 PE=1 SV=2","Q9Z0U1",131,32,39,22,33
"2180","Titin OS=Mus musculus GN=Ttn PE=1 SV=1","A2ASS6",3906,4,2,6,8
"2181","TNF receptor-associated factor 2 OS=Mus musculus GN=Traf2 PE=1 SV=1","P39429",56,4,2,15,13
"2182","TNF receptor-associated factor 3 OS=Mus musculus GN=Traf3 PE=1 SV=2","Q60803",64,4,4,0,0
"2183","Toll-interacting protein OS=Mus musculus GN=Tollip PE=1 SV=1","Q9QZ06",30,0,2,0,0
"2184","TRAF-type zinc finger domain-containing protein 1 OS=Mus musculus GN=Trafd1 PE=1 SV=1","Q3UDK1",64,2,6,16,11
"2185","Traf2 and NCK-interacting protein kinase OS=Mus musculus GN=Tnik PE=1 SV=2","P83510",150,11,15,5,5
"2186","TRAF3-interacting protein 1 OS=Mus musculus GN=Traf3ip1 PE=1 SV=2","Q149C2",71,0,0,3,2
"2187","Trafficking protein particle complex subunit 1 OS=Mus musculus GN=Trappc1 PE=1 SV=1","Q5NCF2",17,0,0,4,0
"2188","Trafficking protein particle complex subunit 10 OS=Mus musculus GN=Trappc10 PE=1 SV=2","Q3TLI0",142,8,12,4,4
"2189","Trafficking protein particle complex subunit 11 OS=Mus musculus GN=Trappc11 PE=1 SV=1","B2RXC1",128,5,4,4,8
"2190","Trafficking protein particle complex subunit 12 OS=Mus musculus GN=Trappc12 PE=1 SV=2","Q8K2L8",88,0,0,4,0
"2191","Trafficking protein particle complex subunit 13 OS=Mus musculus GN=Trappc13 PE=2 SV=1","Q3TIR1",46,0,0,2,0
"2192","Trafficking protein particle complex subunit 2 OS=Mus musculus GN=Trappc2 PE=1 SV=1","Q9CQP2",16,0,2,0,0
"2193","Trafficking protein particle complex subunit 2-like protein OS=Mus musculus GN=Trappc2l PE=1 SV=1","Q9JME7",16,0,0,0,2
"2194","Trafficking protein particle complex subunit 3 OS=Mus musculus GN=Trappc3 PE=1 SV=1","O55013",20,4,4,3,6
"2195","Trafficking protein particle complex subunit 4 OS=Mus musculus GN=Trappc4 PE=1 SV=1","Q9ES56",24,3,3,3,4
"2196","Trafficking protein particle complex subunit 5 OS=Mus musculus GN=Trappc5 PE=1 SV=1","Q9CQA1",21,3,2,5,3
"2197","Trafficking protein particle complex subunit 6B OS=Mus musculus GN=Trappc6b PE=1 SV=1","Q9D289",18,3,5,3,4
"2198","Trafficking protein particle complex subunit 9 OS=Mus musculus GN=Trappc9 PE=1 SV=2","Q3U0M1",128,5,12,3,6
"2199","Transcription activator BRG1 OS=Mus musculus GN=Smarca4 PE=1 SV=1","Q3TKT4",181,99,97,35,35
"2200","Transcription and mRNA export factor ENY2 OS=Mus musculus GN=Eny2 PE=1 SV=1","Q9JIX0",12,3,3,0,0
"2201","Transcription elongation factor SPT4-A OS=Mus musculus GN=Supt4h1a PE=2 SV=1","P63271",13,5,4,5,3
"2202","Transcription elongation factor SPT5 OS=Mus musculus GN=Supt5h PE=1 SV=1","O55201",121,82,97,95,95
"2203","Transcription elongation factor SPT6 OS=Mus musculus GN=Supt6h PE=1 SV=2","Q62383",199,4,16,0,0
"2204","Transcription factor 20 OS=Mus musculus GN=Tcf20 PE=1 SV=3","Q9EPQ8",216,9,6,0,0
"2205","Transcription factor 4 OS=Mus musculus GN=Tcf4 PE=1 SV=1","Q60722",72,2,0,0,0
"2206","Transcription factor AP-2-beta OS=Mus musculus GN=Tfap2b PE=1 SV=2","Q61313",50,6,5,0,0
"2207","Transcription factor COE3 OS=Mus musculus GN=Ebf3 PE=1 SV=1","O08791",65,9,9,0,0
"2208","Transcription factor SOX-30 OS=Mus musculus GN=Sox30 PE=1 SV=1","Q8CGW4",84,0,0,3,4
"2209","Transcription factor Sp4 OS=Mus musculus GN=Sp4 PE=2 SV=2","Q62445",82,2,3,0,0
"2210","Transcription initiation factor TFIID subunit 1 OS=Mus musculus GN=Taf1 PE=1 SV=2","Q80UV9",214,2,3,0,0
"2211","Transcription intermediary factor 1-alpha OS=Mus musculus GN=Trim24 PE=1 SV=1","Q64127",117,0,0,7,9
"2212","Transcription intermediary factor 1-beta OS=Mus musculus GN=Trim28 PE=1 SV=3","Q62318",89,39,41,50,50
"2213","Transcriptional activator protein Pur-alpha OS=Mus musculus GN=Pura PE=1 SV=1","P42669",35,7,8,10,7
"2214","Transcriptional activator protein Pur-beta OS=Mus musculus GN=Purb PE=1 SV=3","O35295",34,6,10,0,0
"2215","Transcriptional regulator ATRX OS=Mus musculus GN=Atrx PE=1 SV=3","Q61687",279,3,4,0,0
"2216","Transcriptional repressor CTCF OS=Mus musculus GN=Ctcf PE=1 SV=2","Q61164",84,55,50,0,0
"2217","Transcriptional repressor NF-X1 OS=Mus musculus GN=Nfx1 PE=1 SV=1","B1AY10",124,5,4,0,2
"2218","Transcriptional repressor p66 alpha OS=Mus musculus GN=Gatad2a PE=1 SV=2","Q8CHY6",67,2,2,0,0
"2219","Transcriptional repressor p66-beta OS=Mus musculus GN=Gatad2b PE=1 SV=1","Q8VHR5",65,2,3,2,2
"2220","Transcriptional repressor protein YY1 OS=Mus musculus GN=Yy1 PE=1 SV=1","Q00899",45,4,5,0,0
"2221","Transducin beta-like protein 2 OS=Mus musculus GN=Tbl2 PE=1 SV=2","Q9R099",50,0,0,6,3
"2222","Transducin-like enhancer protein 3 OS=Mus musculus GN=Tle3 PE=1 SV=3","Q08122",83,0,0,5,5
"2223","Transformer-2 protein homolog alpha OS=Mus musculus GN=Tra2a PE=1 SV=1","Q6PFR5",32,13,11,0,3
"2224","Transformer-2 protein homolog beta OS=Mus musculus GN=Tra2b PE=1 SV=1","P62996",34,23,27,3,5
"2225","Transforming growth factor beta-1-induced transcript 1 protein OS=Mus musculus GN=Tgfb1i1 PE=1 SV=2","Q62219",50,0,0,5,4
"2226","Transient receptor potential cation channel subfamily M member 1 OS=Mus musculus GN=Trpm1 PE=2 SV=2","Q2TV84",184,8,6,0,0
"2227","Transitional endoplasmic reticulum ATPase OS=Mus musculus GN=Vcp PE=1 SV=4","Q01853",89,147,157,257,250
"2228","Transketolase-like protein 2 OS=Mus musculus GN=Tktl2 PE=1 SV=1","Q9D4D4",68,0,0,8,8
"2229","Translocon-associated protein subunit alpha OS=Mus musculus GN=Ssr1 PE=1 SV=1","Q9CY50",32,0,0,3,3
"2230","Translocon-associated protein subunit beta OS=Mus musculus GN=Ssr2 PE=1 SV=1","Q9CPW5",20,0,0,2,0
"2231","Translocon-associated protein subunit delta OS=Mus musculus GN=Ssr4 PE=1 SV=1","Q62186",19,0,0,2,0
"2232","Transmembrane protein 201 OS=Mus musculus GN=Tmem201 PE=1 SV=1","A2A8U2",73,7,5,0,0
"2233","Transmembrane protein 33 OS=Mus musculus GN=Tmem33 PE=1 SV=1","Q9CR67",28,3,2,6,6
"2234","Transmembrane protein 53 OS=Mus musculus GN=Tmem53 PE=2 SV=1","Q9D0Z3",32,0,0,3,0
"2235","Transport and Golgi organization protein 1 homolog OS=Mus musculus GN=Mia3 PE=1 SV=2","Q8BI84",214,0,0,0,3
