"","Description","spID","MW","retinaWT","retinaKO","testisWT","testisKO"
"2095","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 OS=Mus musculus GN=Smarcd2 PE=1 SV=2","Q99JR8",59,0,2.16648732965993e-06,1.17133051433123e-05,1.28142326517132e-05
"2096","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 OS=Mus musculus GN=Smarce1 PE=1 SV=1","O54941",47,2.47009741240829e-06,3.62617737446627e-06,6.6167713096796e-06,8.77415543270113e-06
"2097","Synapsin-1 OS=Mus musculus GN=Syn1 PE=1 SV=2","O88935",74,2.14408906023008e-05,1.43944541047225e-05,0,0
"2098","Synapsin-3 OS=Mus musculus GN=Syn3 PE=1 SV=2","Q8JZP2",63,2.45702811392994e-06,2.02893257857041e-06,0,0
"2099","Synaptic functional regulator FMR1 OS=Mus musculus GN=Fmr1 PE=1 SV=1","P35922",69,1.3460240971964e-05,1.54375304891227e-05,0,2.49024942836324e-06
"2100","Synaptic vesicle glycoprotein 2A OS=Mus musculus GN=Sv2a PE=1 SV=1","Q9JIS5",83,3.26370300675633e-06,1.54003316204742e-06,0,0
"2101","Synaptogyrin-3 OS=Mus musculus GN=Syngr3 PE=1 SV=1","Q8R191",25,3.09585542355172e-06,3.4086067319983e-06,0,0
"2102","Synaptojanin-1 OS=Mus musculus GN=Synj1 PE=1 SV=3","Q8CHC4",173,2.01320078121138e-06,9.85146454334768e-07,0,0
"2103","Synaptophysin OS=Mus musculus GN=Syp PE=1 SV=2","Q62277",34,6.82909284606997e-06,3.75949271911577e-06,0,0
"2104","Synaptotagmin-1 OS=Mus musculus GN=Syt1 PE=1 SV=1","P46096",47,3.29346321654438e-06,0,0,0
"2105","Synemin OS=Mus musculus GN=Synm PE=1 SV=2","Q70IV5",173,6.71066927070459e-07,1.47771968150215e-06,0,0
"2106","T-complex protein 1 subunit alpha OS=Mus musculus GN=Tcp1 PE=1 SV=3","P11983",60,9.67454819859913e-06,9.94176963499503e-06,4.37687168855102e-05,4.2956802639266e-05
"2107","T-complex protein 1 subunit beta OS=Mus musculus GN=Cct2 PE=1 SV=4","P80314",57,6.78915663059588e-06,7.47501476315416e-06,4.91034081402539e-05,5.72757368523546e-05
"2108","T-complex protein 1 subunit delta OS=Mus musculus GN=Cct4 PE=1 SV=3","P80315",58,3.33605110296522e-06,2.20384055948166e-06,3.09796725686915e-05,3.49579497340233e-05
"2109","T-complex protein 1 subunit epsilon OS=Mus musculus GN=Cct5 PE=1 SV=1","P80316",60,7.7396385588793e-06,7.10126402499645e-06,3.34024418336789e-05,4.00930157966482e-05
"2110","T-complex protein 1 subunit eta OS=Mus musculus GN=Cct7 PE=1 SV=1","P80313",60,5.80472891915948e-06,3.55063201249822e-06,3.39783460032251e-05,3.83747436910776e-05
"2111","T-complex protein 1 subunit gamma OS=Mus musculus GN=Cct3 PE=1 SV=1","P80318",61,1.07847422541761e-05,7.68333484671747e-06,4.02188813486354e-05,3.94357532426048e-05
"2112","T-complex protein 1 subunit theta OS=Mus musculus GN=Cct8 PE=1 SV=3","P42932",60,3.86981927943965e-06,2.84050560999858e-06,2.7643400138217e-05,2.97833831632244e-05
"2113","T-complex protein 1 subunit zeta OS=Mus musculus GN=Cct6a PE=1 SV=3","P80317",58,6.67210220593043e-06,5.14229463879053e-06,2.74050949646117e-05,2.96253811305282e-05
"2114","T-complex protein 1 subunit zeta-2 OS=Mus musculus GN=Cct6b PE=1 SV=4","Q61390",58,0,0,1.78728880203989e-05,2.25152896592015e-05
"2115","T-complex protein 11 OS=Mus musculus GN=Tcp11 PE=1 SV=1","Q01755",62,0,0,3.90128630982901e-06,6.09709456815388e-06
"2116","T-complex-associated testis-expressed protein 1 OS=Mus musculus GN=Tcte1 PE=1 SV=1","A6H639",56,0,0,1.23408036331326e-06,0
"2117","TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L OS=Mus musculus GN=Taf6l PE=1 SV=1","Q8R2K4",67,0,0,1.03147015441108e-06,0
"2118","Talin-1 OS=Mus musculus GN=Tln1 PE=1 SV=2","P26039",270,0,3.15611734444287e-07,3.83936113030792e-07,2.54558830454909e-07
"2119","Talin-2 OS=Mus musculus GN=Tln2 PE=1 SV=3","Q71LX4",254,0,0,0,4.05891048559993e-07
"2120","TAR DNA-binding protein 43 OS=Mus musculus GN=Tardbp PE=1 SV=1","Q921F2",45,3.69782731146455e-05,2.74582208966529e-05,3.76257390770176e-05,3.89475010596011e-05
"2121","Target of EGR1 protein 1 OS=Mus musculus GN=Toe1 PE=1 SV=1","Q9D2E2",57,0,0,1.21242983062355e-06,3.61741495909608e-06
"2122","Target of rapamycin complex 2 subunit MAPKAP1 OS=Mus musculus GN=Mapkap1 PE=1 SV=1","Q8BKH7",59,2.62360629114553e-06,1.44432488643996e-06,1.75699577149684e-06,1.74739536159726e-06
"2123","Tax1-binding protein 1 homolog OS=Mus musculus GN=Tax1bp1 PE=1 SV=2","Q3UKC1",94,8.23365804136096e-07,0,2.94078724874649e-06,2.19353885817528e-06
"2124","TBC1 domain family member 1 OS=Mus musculus GN=Tbc1d1 PE=1 SV=3","Q60949",142,0,0,9.73359159796373e-07,9.68040622856698e-07
"2125","TBC1 domain family member 15 OS=Mus musculus GN=Tbc1d15 PE=1 SV=1","Q9CXF4",77,0,0,0,1.33891332901608e-06
"2126","TBC1 domain family member 22A OS=Mus musculus GN=Tbc1d22a PE=1 SV=3","Q8R5A6",59,0,0,2.34266102866246e-06,2.32986048212968e-06
"2127","TBC1 domain family member 5 OS=Mus musculus GN=Tbc1d5 PE=1 SV=2","Q80XQ2",92,0,0,1.12676902737298e-06,1.49414965701795e-06
"2128","Tctex1 domain-containing protein 2 OS=Mus musculus GN=Tctex1d2 PE=1 SV=1","Q9CQ66",16,0,0,1.29578438147892e-05,1.28870407917798e-05
"2129","Tctex1 domain-containing protein 3 OS=Mus musculus GN=Tcte3 PE=1 SV=2","P11985",22,0,0,6.28259094050386e-06,7.81032775259381e-06
"2130","Tectonin beta-propeller repeat-containing protein 1 OS=Mus musculus GN=Tecpr1 PE=1 SV=1","Q80VP0",130,0,6.55501294615057e-07,0,0
"2131","Tektin-3 OS=Mus musculus GN=Tekt3 PE=2 SV=1","Q6X6Z7",57,0,0,5.45593423780599e-06,1.26609523568363e-05
"2132","Tektin-4 OS=Mus musculus GN=Tekt4 PE=1 SV=1","Q149S1",52,0,0,1.26255914092818e-05,1.78435949424643e-05
"2133","Tektin-5 OS=Mus musculus GN=Tekt5 PE=1 SV=1","G5E8A8",63,0,0,9.87264290650607e-06,1.58190130354122e-05
"2134","Telomerase-binding protein EST1A OS=Mus musculus GN=Smg6 PE=1 SV=1","P61406",161,7.21084337783786e-07,5.29286759627065e-07,6.00943481265587e-06,6.19004857907435e-06
"2135","Tenascin OS=Mus musculus GN=Tnc PE=1 SV=1","Q80YX1",232,5.00407665444782e-07,0,0,0
"2136","Tenascin-R OS=Mus musculus GN=Tnr PE=1 SV=2","Q8BYI9",150,4.38579518336494e-06,3.4086067319983e-06,0,0
"2137","Teneurin-2 OS=Mus musculus GN=Tenm2 PE=1 SV=1","Q9WTS5",306,6.32323411673146e-07,5.56961884313447e-07,0,0
"2138","Teneurin-3 OS=Mus musculus GN=Tenm3 PE=1 SV=1","Q9WTS6",303,8.94017655316091e-07,7.0309544801945e-07,0,0
"2139","Teneurin-4 OS=Mus musculus GN=Tenm4 PE=1 SV=2","Q3UHK6",308,2.01029572957904e-06,1.10669049740204e-06,0,0
"2140","Tensin-2 OS=Mus musculus GN=Tns2 PE=1 SV=1","Q8CGB6",152,5.09186747294691e-07,0,6.81991779725748e-07,0
"2141","Terminal uridylyltransferase 4 OS=Mus musculus GN=Zcchc11 PE=1 SV=2","B2RX14",185,6.27538261530754e-07,4.60622531351121e-07,2.05457703729991e-06,2.22910975857813e-06
"2142","Terminal uridylyltransferase 7 OS=Mus musculus GN=Zcchc6 PE=1 SV=3","Q5BLK4",169,4.57966778631911e-07,5.04231765088505e-07,0,0
"2143","Tesmin OS=Mus musculus GN=Tesmin PE=1 SV=2","Q9WTJ6",51,0,0,1.35506863422632e-06,2.02149659478899e-06
"2144","Testicular spindle-associated protein SHCBP1L OS=Mus musculus GN=Shcbp1l PE=1 SV=1","Q3TTP0",71,0,0,3.40675705928731e-06,5.32422342571184e-06
"2145","Testin OS=Mus musculus GN=Tes PE=1 SV=1","P47226",48,1.61242469976652e-06,2.66297400937367e-06,7.19880211932734e-06,9.30730723850762e-06
"2146","Testis-expressed protein 101 OS=Mus musculus GN=Tex101 PE=1 SV=1","Q9JMI7",27,0,0,2.55957408687194e-06,2.54558830454909e-06
"2147","Testis-expressed protein 30 OS=Mus musculus GN=Tex30 PE=1 SV=1","Q3TUU5",25,0,0,9.67519004837595e-06,6.87308842228255e-06
"2148","Testis-specific gene 10 protein OS=Mus musculus GN=Tsga10 PE=1 SV=1","Q6NY15",81,0,0,2.13297840572662e-06,0
"2149","Testis-specific H1 histone OS=Mus musculus GN=H1fnt PE=2 SV=2","Q8CJI4",44,0,0,1.57064773512597e-06,2.34309832577814e-06
"2150","Testis-specific serine kinase substrate OS=Mus musculus GN=Tsks PE=1 SV=4","O54887",64,0,0,4.31928127159641e-06,4.83264029691742e-06
"2151","Testis-specific serine/threonine-protein kinase 1 OS=Mus musculus GN=Tssk1b PE=1 SV=2","Q61241",42,0,0,3.29088096883536e-06,3.27289924870598e-06
"2152","Testosterone 17-beta-dehydrogenase 3 OS=Mus musculus GN=Hsd17b3 PE=1 SV=2","P70385",34,0,0,1.62608236107159e-05,9.09673467655044e-06
"2153","Tether containing UBX domain for GLUT4 OS=Mus musculus GN=Aspscr1 PE=1 SV=1","Q8VBT9",60,0,0,1.15180833909237e-05,1.31734194760416e-05
"2154","Tetratricopeptide repeat protein 12 OS=Mus musculus GN=Ttc12 PE=1 SV=1","Q8BW49",79,0,0,8.74791143614462e-07,0
"2155","Tetratricopeptide repeat protein 21A OS=Mus musculus GN=Ttc21a PE=1 SV=2","Q8C0S4",149,0,0,7.18913929769066e-06,4.61281102166614e-06
"2156","Tetratricopeptide repeat protein 21B OS=Mus musculus GN=Ttc21b PE=1 SV=1","Q0HA38",151,1.53767653487668e-06,5.64338862913625e-07,2.15105928227848e-05,1.86620281664626e-05
"2157","Tetratricopeptide repeat protein 28 OS=Mus musculus GN=Ttc28 PE=1 SV=3","Q80XJ3",267,4.34811154993219e-07,0,0,0
"2158","Tetratricopeptide repeat protein 30A1 OS=Mus musculus GN=Ttc30a1 PE=1 SV=1","Q99J38",76,0,0,1.18211908485796e-05,9.94789113751422e-06
"2159","Tetratricopeptide repeat protein 30A2 OS=Mus musculus GN=Ttc30a2 PE=1 SV=1","A2AKQ8",76,0,0,1.45491579674826e-05,1.08522448772882e-05
"2160","Tetratricopeptide repeat protein 7A OS=Mus musculus GN=Ttc7a PE=1 SV=1","Q8BGB2",96,0,0,0,7.15946710654433e-07
"2161","Tetratricopeptide repeat protein 7B OS=Mus musculus GN=Ttc7b PE=1 SV=1","E9Q6P5",94,1.23504870620414e-06,0,0,0
"2162","Tetratricopeptide repeat protein 8 OS=Mus musculus GN=Ttc8 PE=1 SV=1","Q8VD72",58,4.6704715441513e-06,2.93845407930888e-06,3.57457760407978e-06,4.14755335827395e-06
"2163","TFIIH basal transcription factor complex helicase XPB subunit OS=Mus musculus GN=Ercc3 PE=2 SV=1","P49135",89,0,0,8.92975004464875e-06,7.72257126099163e-06
"2164","TFIIH basal transcription factor complex helicase XPD subunit OS=Mus musculus GN=Ercc2 PE=1 SV=2","O08811",87,0,0,3.97175289342198e-06,4.74006098088452e-06
"2165","TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 OS=Mus musculus GN=Tab1 PE=1 SV=2","Q8CF89",55,0,2.32405004454429e-06,0,0
"2166","TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 OS=Mus musculus GN=Tab3 PE=1 SV=2","Q571K4",79,0,1.61800952468274e-06,0,0
"2167","THAP domain-containing protein 11 OS=Mus musculus GN=Thap11 PE=1 SV=1","Q9JJD0",33,3.51801752676332e-06,2.58227782727144e-06,0,0
"2168","Thioredoxin reductase 3 OS=Mus musculus GN=Txnrd3 PE=1 SV=3","Q99MD6",71,0,0,1.16803099175565e-05,1.45206093428505e-05
"2169","Thioredoxin-dependent peroxide reductase, mitochondrial OS=Mus musculus GN=Prdx3 PE=1 SV=1","P20108",28,0,0,2.46816072662652e-06,0
"2170","Thioredoxin-related transmembrane protein 1 OS=Mus musculus GN=Tmx1 PE=1 SV=1","Q8VBT0",31,0,0,2.22930646275944e-06,0
"2171","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1","B1AZI6",183,4.22931068791219e-07,6.98484986065225e-07,0,0
"2172","THO complex subunit 4 OS=Mus musculus GN=Alyref PE=1 SV=3","O08583",27,1.14661311983397e-05,1.26244693777715e-05,0,5.09117660909819e-06
"2173","Threonine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Tars PE=1 SV=2","Q9D0R2",83,2.79745972007686e-06,2.5667219367457e-06,0,0
"2174","Threonine--tRNA ligase, mitochondrial OS=Mus musculus GN=Tars2 PE=1 SV=1","Q3UQ84",82,0,0,1.26417988436968e-06,1.67636302982501e-06
"2175","THUMP domain-containing protein 3 OS=Mus musculus GN=Thumpd3 PE=1 SV=1","P97770",56,0,0,2.46816072662652e-06,1.84100582739711e-06
"2176","Thyroid hormone receptor-associated protein 3 OS=Mus musculus GN=Thrap3 PE=1 SV=1","Q569Z6",108,1.75575133974577e-05,2.36708800833215e-05,0,0
"2177","Thyroid receptor-interacting protein 6 OS=Mus musculus GN=Trip6 PE=1 SV=1","Q9Z1Y4",51,2.27636428202332e-06,3.34177130588068e-06,0,0
"2178","Tight junction protein ZO-1 OS=Mus musculus GN=Tjp1 PE=1 SV=2","P39447",195,1.52808248470181e-05,1.46395289130696e-05,1.01004731274254e-05,9.16411789637674e-06
"2179","Tight junction protein ZO-2 OS=Mus musculus GN=Tjp2 PE=1 SV=2","Q9Z0U1",131,1.15208360227593e-05,1.04079594870177e-05,8.70450576871337e-06,5.77129562176398e-06
"2180","Titin OS=Mus musculus GN=Ttn PE=1 SV=1","A2ASS6",3906,1.98147428542737e-08,4.36329586789336e-08,7.07716337383948e-08,5.27886975597738e-08
"2181","TNF receptor-associated factor 2 OS=Mus musculus GN=Traf2 PE=1 SV=1","P39429",56,1.38207831408559e-06,3.04339886785562e-06,8.02152236153618e-06,9.20502913698556e-06
"2182","TNF receptor-associated factor 3 OS=Mus musculus GN=Traf3 PE=1 SV=2","Q60803",64,2.41863704964978e-06,2.66297400937367e-06,0,0
"2183","Toll-interacting protein OS=Mus musculus GN=Tollip PE=1 SV=1","Q9QZ06",30,2.57987951962643e-06,0,0,0
"2184","TRAF-type zinc finger domain-containing protein 1 OS=Mus musculus GN=Trafd1 PE=1 SV=1","Q3UDK1",64,3.62795557447467e-06,1.33148700468683e-06,5.93901174844506e-06,8.59136052785319e-06
"2185","Traf2 and NCK-interacting protein kinase OS=Mus musculus GN=Tnik PE=1 SV=2","P83510",150,3.86981927943965e-06,3.12455617099844e-06,1.15180833909238e-06,1.14551473704709e-06
"2186","TRAF3-interacting protein 1 OS=Mus musculus GN=Traf3ip1 PE=1 SV=2","Q149C2",71,0,0,9.73359159796373e-07,1.45206093428505e-06
"2187","Trafficking protein particle complex subunit 1 OS=Mus musculus GN=Trappc1 PE=1 SV=1","Q5NCF2",17,0,0,0,8.08598637915594e-06
"2188","Trafficking protein particle complex subunit 10 OS=Mus musculus GN=Trappc10 PE=1 SV=2","Q3TLI0",142,3.27026981361097e-06,2.40042727605514e-06,9.73359159796373e-07,9.68040622856698e-07
"2189","Trafficking protein particle complex subunit 11 OS=Mus musculus GN=Trappc11 PE=1 SV=1","B2RXC1",128,1.20931852482489e-06,1.66435875585854e-06,2.1596406357982e-06,1.07392006598165e-06
"2190","Trafficking protein particle complex subunit 12 OS=Mus musculus GN=Trappc12 PE=1 SV=2","Q8K2L8",88,0,0,0,1.56206555051876e-06
"2191","Trafficking protein particle complex subunit 13 OS=Mus musculus GN=Trappc13 PE=2 SV=1","Q3TIR1",46,0,0,0,1.49414965701795e-06
"2192","Trafficking protein particle complex subunit 2 OS=Mus musculus GN=Trappc2 PE=1 SV=1","Q9CQP2",16,4.83727409929956e-06,0,0,0
"2193","Trafficking protein particle complex subunit 2-like protein OS=Mus musculus GN=Trappc2l PE=1 SV=1","Q9JME7",16,0,0,4.31928127159641e-06,0
"2194","Trafficking protein particle complex subunit 3 OS=Mus musculus GN=Trappc3 PE=1 SV=1","O55013",20,7.7396385588793e-06,8.52151682999574e-06,1.03662750518314e-05,5.15481631671191e-06
"2195","Trafficking protein particle complex subunit 4 OS=Mus musculus GN=Trappc4 PE=1 SV=1","Q9ES56",24,4.83727409929956e-06,5.32594801874734e-06,5.75904169546187e-06,4.2956802639266e-06
"2196","Trafficking protein particle complex subunit 5 OS=Mus musculus GN=Trappc5 PE=1 SV=1","Q9CQA1",21,3.6855421708949e-06,6.08679773571124e-06,4.93632145325304e-06,8.18224812176494e-06
"2197","Trafficking protein particle complex subunit 6B OS=Mus musculus GN=Trappc6b PE=1 SV=1","Q9D289",18,1.07494979984435e-05,7.10126402499645e-06,7.67872226061583e-06,5.72757368523546e-06
"2198","Trafficking protein particle complex subunit 9 OS=Mus musculus GN=Trappc9 PE=1 SV=2","Q3U0M1",128,3.62795557447467e-06,1.66435875585854e-06,1.61973047684865e-06,8.05440049486237e-07
"2199","Transcription activator BRG1 OS=Mus musculus GN=Smarca4 PE=1 SV=1","Q3TKT4",181,2.07388105030744e-05,2.33047007229165e-05,6.68176108313256e-06,6.64525123701352e-06
"2200","Transcription and mRNA export factor ENY2 OS=Mus musculus GN=Eny2 PE=1 SV=1","Q9JIX0",12,9.67454819859913e-06,1.06518960374947e-05,0,0
"2201","Transcription elongation factor SPT4-A OS=Mus musculus GN=Supt4h1a PE=2 SV=1","P63271",13,1.19071362444297e-05,1.63875323653764e-05,7.97405773217798e-06,1.32174777351588e-05
"2202","Transcription elongation factor SPT5 OS=Mus musculus GN=Supt5h PE=1 SV=1","O55201",121,3.10225181905493e-05,2.88745611594897e-05,2.71293699703576e-05,2.69811322362332e-05
"2203","Transcription elongation factor SPT6 OS=Mus musculus GN=Supt6h PE=1 SV=2","Q62383",199,3.11141248598163e-06,8.56433852260878e-07,0,0
"2204","Transcription factor 20 OS=Mus musculus GN=Tcf20 PE=1 SV=3","Q9EPQ8",216,1.07494979984435e-06,1.77531600624911e-06,0,0
"2205","Transcription factor 4 OS=Mus musculus GN=Tcf4 PE=1 SV=1","Q60722",72,0,1.18354400416607e-06,0,0
"2206","Transcription factor AP-2-beta OS=Mus musculus GN=Tfap2b PE=1 SV=2","Q61313",50,3.86981927943965e-06,5.11291009799744e-06,0,0
"2207","Transcription factor COE3 OS=Mus musculus GN=Ebf3 PE=1 SV=1","O08791",65,5.35821130999336e-06,5.89951165153551e-06,0,0
"2208","Transcription factor SOX-30 OS=Mus musculus GN=Sox30 PE=1 SV=1","Q8CGW4",84,0,0,1.64544048441768e-06,1.22733721826474e-06
"2209","Transcription factor Sp4 OS=Mus musculus GN=Sp4 PE=2 SV=2","Q62445",82,1.41578754125841e-06,1.03920936951168e-06,0,0
"2210","Transcription initiation factor TFIID subunit 1 OS=Mus musculus GN=Taf1 PE=1 SV=2","Q80UV9",214,5.42498029827988e-07,3.98201721027838e-07,0,0
"2211","Transcription intermediary factor 1-alpha OS=Mus musculus GN=Trim24 PE=1 SV=1","Q64127",117,0,0,2.65801924405933e-06,2.05605209213581e-06
"2212","Transcription intermediary factor 1-beta OS=Mus musculus GN=Trim28 PE=1 SV=3","Q62318",89,1.7827257354722e-05,1.86707391219008e-05,1.94125000970625e-05,1.93064281524791e-05
"2213","Transcriptional activator protein Pur-alpha OS=Mus musculus GN=Pura PE=1 SV=1","P42669",35,8.84530121014777e-06,8.52151682999574e-06,6.91085003455425e-06,9.81869774611793e-06
"2214","Transcriptional activator protein Pur-beta OS=Mus musculus GN=Purb PE=1 SV=3","O35295",34,1.13818214101166e-05,7.51898543823154e-06,0,0
"2215","Transcriptional regulator ATRX OS=Mus musculus GN=Atrx PE=1 SV=3","Q61687",279,5.54812799919663e-07,4.58146066128803e-07,0,0
"2216","Transcriptional repressor CTCF OS=Mus musculus GN=Ctcf PE=1 SV=2","Q61164",84,2.30346385680932e-05,2.78978229553432e-05,0,0
"2217","Transcriptional repressor NF-X1 OS=Mus musculus GN=Nfx1 PE=1 SV=1","B1AY10",124,1.24832879981924e-06,1.71804774798301e-06,5.57326615689859e-07,0
"2218","Transcriptional repressor p66 alpha OS=Mus musculus GN=Gatad2a PE=1 SV=2","Q8CHY6",67,1.15516993416109e-06,1.27186818358145e-06,0,0
"2219","Transcriptional repressor p66-beta OS=Mus musculus GN=Gatad2b PE=1 SV=1","Q8VHR5",65,1.78607043666445e-06,1.31100258923011e-06,1.06320769762373e-06,1.0573982188127e-06
"2220","Transcriptional repressor protein YY1 OS=Mus musculus GN=Yy1 PE=1 SV=1","Q00899",45,4.29979919937739e-06,3.78734081333144e-06,0,0
"2221","Transducin beta-like protein 2 OS=Mus musculus GN=Tbl2 PE=1 SV=2","Q9R099",50,0,0,2.07325501036628e-06,4.12385305336953e-06
"2222","Transducin-like enhancer protein 3 OS=Mus musculus GN=Tle3 PE=1 SV=3","Q08122",83,0,0,2.08158133570911e-06,2.0702073561092e-06
"2223","Transformer-2 protein homolog alpha OS=Mus musculus GN=Tra2a PE=1 SV=1","Q6PFR5",32,1.33025037730738e-05,1.73093310609288e-05,3.2394609536973e-06,0
"2224","Transformer-2 protein homolog beta OS=Mus musculus GN=Tra2b PE=1 SV=1","P62996",34,3.07309178073149e-05,2.88227775132209e-05,5.08150737834871e-06,3.03224489218348e-06
"2225","Transforming growth factor beta-1-induced transcript 1 protein OS=Mus musculus GN=Tgfb1i1 PE=1 SV=2","Q62219",50,0,0,2.7643400138217e-06,3.43654421114128e-06
"2226","Transient receptor potential cation channel subfamily M member 1 OS=Mus musculus GN=Trpm1 PE=2 SV=2","Q2TV84",184,1.26189759112163e-06,1.85250365869473e-06,0,0
"2227","Transitional endoplasmic reticulum ATPase OS=Mus musculus GN=Vcp PE=1 SV=4","Q01853",89,6.82653513339354e-05,7.03743243825491e-05,9.70625004853125e-05,9.92350407037425e-05
"2228","Transketolase-like protein 2 OS=Mus musculus GN=Tktl2 PE=1 SV=1","Q9D4D4",68,0,0,4.06520590267897e-06,4.04299318957797e-06
"2229","Translocon-associated protein subunit alpha OS=Mus musculus GN=Ssr1 PE=1 SV=1","Q9CY50",32,0,0,3.2394609536973e-06,3.22176019794495e-06
"2230","Translocon-associated protein subunit beta OS=Mus musculus GN=Ssr2 PE=1 SV=1","Q9CPW5",20,0,0,0,3.43654421114128e-06
"2231","Translocon-associated protein subunit delta OS=Mus musculus GN=Ssr4 PE=1 SV=1","Q62186",19,0,0,0,3.61741495909608e-06
"2232","Transmembrane protein 201 OS=Mus musculus GN=Tmem201 PE=1 SV=1","A2A8U2",73,2.65056115030113e-06,4.08565875410755e-06,0,0
"2233","Transmembrane protein 33 OS=Mus musculus GN=Tmem33 PE=1 SV=1","Q9CR67",28,2.76415662817118e-06,4.56509830178343e-06,7.40448217987955e-06,7.36402330958845e-06
"2234","Transmembrane protein 53 OS=Mus musculus GN=Tmem53 PE=2 SV=1","Q9D0Z3",32,0,0,0,3.22176019794495e-06
"2235","Transport and Golgi organization protein 1 homolog OS=Mus musculus GN=Mia3 PE=1 SV=2","Q8BI84",214,0,0,4.84405376253803e-07,0
"2236","Transportin-3 OS=Mus musculus GN=Tnpo3 PE=1 SV=1","Q6P2B1",104,0,0,1.32900962202966e-06,1.32174777351588e-06
"2237","Tricarboxylate transport protein, mitochondrial OS=Mus musculus GN=Slc25a1 PE=1 SV=1","Q8JZU2",34,5.69091070505831e-06,2.50632847941051e-06,1.93097280377251e-05,1.71827210557064e-05
"2238","Trifunctional enzyme subunit alpha, mitochondrial OS=Mus musculus GN=Hadha PE=1 SV=1","Q8BMS1",83,5.59491944015371e-06,5.64678826084055e-06,2.45626597613675e-05,2.64986541581978e-05
"2239","Trifunctional enzyme subunit beta, mitochondrial OS=Mus musculus GN=Hadhb PE=1 SV=1","Q99JY0",51,1.51757618801555e-06,2.50632847941051e-06,3.79419217583371e-05,3.84084353009907e-05
"2240","Trinucleotide repeat-containing gene 6A protein OS=Mus musculus GN=Tnrc6a PE=2 SV=1","Q3UHK8",203,7.62525966392049e-07,1.04944788546746e-06,0,0
"2241","Trinucleotide repeat-containing gene 6B protein OS=Mus musculus GN=Tnrc6b PE=1 SV=2","Q8BKI2",192,5.03882718677038e-06,4.88211901718506e-06,0,0
"2242","Trinucleotide repeat-containing gene 6C protein OS=Mus musculus GN=Tnrc6c PE=1 SV=2","Q3UHC0",176,2.41863704964978e-06,1.93670837045358e-06,5.88992900672237e-07,5.85774581444536e-07
"2243","TRIO and F-actin-binding protein OS=Mus musculus GN=Triobp PE=1 SV=3","Q99KW3",223,3.47068993671718e-07,0,0,0
"2244","Triokinase/FMN cyclase OS=Mus musculus GN=Tkfc PE=1 SV=1","Q8VC30",60,0,0,0,1.71827210557064e-06
"2245","Triosephosphate isomerase OS=Mus musculus GN=Tpi1 PE=1 SV=4","P17751",32,2.41863704964978e-06,0,5.39910158949551e-06,4.2956802639266e-06
"2246","Tripartite motif-containing protein 12A OS=Mus musculus GN=Trim12a PE=2 SV=1","Q99PQ1",33,2.34534501784221e-06,0,0,0
"2247","Tripartite motif-containing protein 14 OS=Mus musculus GN=Trim14 PE=1 SV=2","Q8BVW3",50,0,0,2.07325501036628e-06,0
"2248","Tripartite motif-containing protein 2 OS=Mus musculus GN=Trim2 PE=1 SV=1","Q9ESN6",81,9.55510933194975e-06,1.20984498203643e-05,0,0
"2249","Tripartite motif-containing protein 3 OS=Mus musculus GN=Trim3 PE=1 SV=1","Q9R1R2",81,1.52881749311196e-05,1.84106845092501e-05,0,0
"2250","Tripartite motif-containing protein 35 OS=Mus musculus GN=Trim35 PE=1 SV=2","Q8C006",57,1.35783132611918e-06,0,0,0
"2251","Tripartite motif-containing protein 46 OS=Mus musculus GN=Trim46 PE=1 SV=1","Q7TNM2",83,0,3.08006632409485e-06,0,0
"2252","Tripartite motif-containing protein 47 OS=Mus musculus GN=Trim47 PE=1 SV=2","Q8C0E3",70,0,0,9.87264290650607e-07,1.47280466191769e-06
"2253","Tripartite motif-containing protein 67 OS=Mus musculus GN=Trim67 PE=2 SV=1","Q505D9",83,6.06116272683319e-06,4.62009948614227e-06,0,0
"2254","Tripeptidyl-peptidase 2 OS=Mus musculus GN=Tpp2 PE=1 SV=3","Q64514",140,0,0,1.33280679237832e-05,1.05551000770768e-05
"2255","Triple functional domain protein OS=Mus musculus GN=Trio PE=1 SV=3","Q0KL02",348,6.67210220593043e-07,4.89742346551479e-07,0,0
"2256","TRMT1-like protein OS=Mus musculus GN=Trmt1l PE=1 SV=1","A2RSY6",81,0,0,8.53191362290648e-07,0
"2257","tRNA (guanine(26)-N(2))-dimethyltransferase OS=Mus musculus GN=Trmt1 PE=1 SV=2","Q3TX08",72,0,0,1.91968056515396e-06,3.34108464972069e-06
"2258","tRNA wybutosine-synthesizing protein 4 OS=Mus musculus GN=Lcmt2 PE=2 SV=4","Q8BYR1",75,1.54792771177586e-06,1.70430336599915e-06,9.214466712739e-07,0
"2259","tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like OS=Mus musculus GN=Dus3l PE=1 SV=1","Q91XI1",71,0,0,0,1.45206093428505e-06
